,GCF_000956175.1_ASM95617v1,GCF_013407145.1_ASM1340714v1,GCF_000018465.1_ASM1846v1,GCF_013407165.1_ASM1340716v1,GCF_000875775.1_ASM87577v1,GCF_000007225.1_ASM722v1,GCF_000016385.1_ASM1638v1,GCF_000015805.1_ASM1580v1,GCF_000234805.1_ASM23480v1,GCF_000019805.1_ASM1980v1,GCF_900095295.1_MCBB,GCF_001458655.1_Mb9,GCF_000191585.1_ASM19158v1,GCF_000214725.1_ASM21472v1,GCF_002813695.1_ASM281369v1,GCF_000739065.1_ASM73906v1,GCF_000023985.1_ASM2398v1,GCF_000092305.1_ASM9230v1,GCF_000091665.1_ASM9166v1,GCF_000024625.1_ASM2462v1,GCF_000023965.1_ASM2396v1,GCF_000011085.1_ASM1108v1,GCF_018200015.1_ASM1820001v1,GCF_002844335.1_ASM284433v1,GCF_000007185.1_ASM718v1,GCF_000007065.1_ASM706v1,GCF_000969885.1_ASM96988v1,GCF_000969905.1_ASM96990v1,GCF_001304615.2_ASM130461v2,GCF_000970265.1_ASM97026v1,GCF_000195935.2_ASM19593v2,GCF_008245085.1_ASM824508v1,GCF_000011105.1_ASM1110v1,GCF_001577775.1_ASM157777v1,GCF_000215995.1_ASM21599v1,GCF_000800805.1_ASM80080v1,GCF_900090055.1_C.divulgatum_PM4,GCF_000152265.2_ASM15226v2,GCF_000008265.1_ASM826v1,GCF_000195915.1_ASM19591v1,GCF_000582535.1_ASM58253v1,GCF_000281235.1_ASM28123v1,GCF_018024475.1_ASM1802447v1,GCF_000026205.1_ASM2620v1,GCF_003640545.1_ASM364054v1,GCF_000734035.1_ASM73403v1,GCF_000025285.1_ASM2528v1,GCF_000385565.1_ASM38556v1,GCF_000194625.1_ASM19462v1,GCF_000025505.1_ASM2550v1,Genes,Z-DNAs,Z-DNAs_in_promoter,Genes_with_Z-DNAs_in_promoter,Max_zh-score,Average_zh-score,functions
9410,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048201873.1,WP_015791117.1,WP_013100526.1,WP_010869798.1,WP_015733022.1,*,*,*,*,WP_011019850.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048096256.1,*,WP_015591216.1,WP_013683714.1,*,9,3,1,1,2183.574,1669.192266666667,LysR family transcriptional regulator
9411,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048064331.1,WP_012941154.1,WP_015591291.1,*,*,3,0,0,0,-1.0,0.0,hypothetical protein
9412,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879318.1,WP_148208703.1,WP_015591320.1,WP_013683221.1,WP_012966186.1,5,0,0,0,-1.0,0.0,NADH-quinone oxidoreductase subunit J
9413,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_165693598.1,*,WP_015591391.1,*,*,2,0,0,0,-1.0,0.0,CoB--CoM heterodisulfide reductase iron-sulfur subunit B family protein
9414,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048096027.1,*,WP_015591434.1,*,*,2,1,0,0,650.9198,650.9198,S8 family serine peptidase
9415,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879227.1,*,WP_015591447.1,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
9416,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_158296878.1,*,WP_015591450.1,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
9417,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878384.1,WP_012939602.1,WP_015591576.1,WP_013683302.1,*,4,0,0,0,-1.0,0.0,hypothetical protein
9418,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_143274449.1,WP_012939662.1,WP_015591636.1,WP_013684783.1,*,4,0,0,0,-1.0,0.0,hypothetical protein
9419,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879578.1,*,WP_015591643.1,*,*,2,0,0,0,-1.0,0.0,OadG family protein
9420,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010868007.1,WP_011011796.1,WP_010885370.1,WP_068321356.1,WP_013905328.1,*,*,*,*,*,*,*,*,*,*,WP_010879576.1,*,WP_015591645.1,*,*,7,1,0,0,612.3848,612.3848,sodium ion-translocating decarboxylase subunit beta
9421,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879137.1,*,WP_015591660.1,*,*,2,0,0,0,-1.0,0.0,enoyl-CoA hydratase-related protein
9422,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878164.1,WP_012940646.1,WP_015591662.1,WP_013683132.1,*,4,0,0,0,-1.0,0.0,quinone-interacting membrane-bound oxidoreductase complex subunit QmoC
9423,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_052399296.1,*,*,*,*,*,*,*,*,*,WP_010878165.1,WP_012940647.1,"WP_015591385.1,WP_015591663.1",WP_013683131.1,*,6,4,0,0,4860.206,1876.5341,FAD-dependent oxidoreductase
9424,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878166.1,WP_012940648.1,WP_015591664.1,WP_013683130.1,*,4,1,0,0,766.6232,766.6232,CoB--CoM heterodisulfide reductase iron-sulfur subunit A family protein
9425,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010870667.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879250.1,WP_012940000.1,WP_015591674.1,*,*,4,0,0,0,-1.0,0.0,AzlD domain-containing protein
9426,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010877640.1,*,WP_015591677.1,"WP_013682854.1,WP_013683096.1",*,4,0,0,0,-1.0,0.0,"ribbon-helix-helix protein, CopG family"
9427,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048064429.1,*,WP_015591678.1,WP_013683097.1,*,3,0,0,0,-1.0,0.0,hypothetical protein
9428,*,*,*,*,*,*,*,*,*,WP_245521969.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095063.1,*,WP_015591691.1,WP_013684352.1,*,4,3,0,0,9492.083,4135.6471,(Fe-S)-binding protein
9429,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010877861.1,*,WP_015591711.1,*,*,2,0,0,0,-1.0,0.0,RAD55 family ATPase
9430,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095027.1,WP_012941111.1,WP_015591835.1,WP_013684342.1,*,4,0,0,0,-1.0,0.0,sulfate reduction electron transfer complex DsrMKJOP subunit DsrJ
9431,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095872.1,*,"WP_048098121.1,WP_144060520.1",*,*,3,0,0,0,-1.0,0.0,0.33300000000000002
9432,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879490.1,*,WP_048098386.1,*,*,2,0,0,0,-1.0,0.0,(Fe-S)-binding protein
9433,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878089.1,*,WP_052312089.1,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
9434,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095779.1,*,WP_144060469.1,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
9435,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048064372.1,*,WP_144060481.1,*,*,2,0,0,0,-1.0,0.0,DUF5658 family protein
9436,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095134.1,*,WP_144060498.1,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
9437,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_148183422.1,*,WP_144060526.1,*,*,2,0,0,0,-1.0,0.0,PAS domain S-box protein
9438,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048058270.1,*,*,*,*,*,*,*,*,*,*,WP_010877596.1,"WP_245526129.1,WP_245526157.1",WP_236609672.1,*,*,5,1,0,0,948.8341,948.8341,site-specific integrase
9439,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879315.1,*,WP_236609689.1,*,*,2,0,0,0,-1.0,0.0,FtsX-like permease family protein
9440,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010868824.1,WP_011011345.1,WP_010885997.1,WP_068320240.1,WP_013906037.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0,0,0,-1.0,0.0,winged helix-turn-helix domain-containing protein
9441,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011012269.1,*,WP_068320302.1,WP_013905542.1,*,*,*,*,*,*,*,*,*,*,WP_143274454.1,*,*,*,*,4,1,0,0,766.6232,766.6232,type III-B CRISPR-associated protein Cas10/Cmr2
9442,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_068320306.1,*,*,*,*,*,*,*,*,*,*,*,WP_010879358.1,*,*,*,*,2,1,1,1,583.4285,583.4285,hypothetical protein
9443,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010868602.1,WP_011011443.1,WP_010884662.1,WP_068320480.1,WP_013905964.1,*,*,*,*,*,*,*,*,*,*,WP_010879568.1,WP_012940188.1,*,WP_013684086.1,*,8,2,1,1,766.6232,708.7715000000001,hypothetical protein
9444,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010868599.1,WP_011011440.1,WP_048053160.1,WP_068320484.1,WP_013905961.1,*,*,*,*,*,*,*,*,*,*,WP_010879572.1,WP_012940184.1,*,WP_013684090.1,*,8,1,1,1,766.6232,766.6232,DUF1102 domain-containing protein
9445,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010868598.1,WP_011011439.1,WP_010884666.1,WP_068320486.1,WP_048058239.1,*,*,*,*,*,*,*,*,*,*,WP_010879573.1,WP_012940183.1,*,WP_013684091.1,*,8,2,1,1,766.6232,766.6232,DUF1102 domain-containing protein
9446,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010867727.1,WP_223209003.1,WP_010884910.1,WP_068320540.1,WP_013748536.1,*,*,*,*,*,*,*,*,*,*,WP_164466389.1,*,*,*,*,6,0,0,0,-1.0,0.0,hypothetical protein
9447,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_068320617.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_012966907.1,2,0,0,0,-1.0,0.0,PIN domain-containing protein
9448,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_143522660.1,WP_068320675.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,integrase
9449,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010890077.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_068320878.1,*,*,*,*,*,*,*,*,*,*,*,WP_010877820.1,*,*,*,*,3,0,0,0,-1.0,0.0,PIN domain-containing protein
9450,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_068320912.1,*,*,*,*,*,*,*,*,*,*,*,WP_010879919.1,*,*,*,*,2,0,0,0,-1.0,0.0,nucleotidyltransferase domain-containing protein
9451,*,*,*,*,*,WP_011007098.1,*,*,*,WP_012350482.1,*,*,*,*,*,*,*,*,WP_064496479.1,*,*,*,*,*,*,*,*,*,*,*,*,WP_011011759.1,*,WP_068321214.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_012966343.1,6,0,0,0,-1.0,0.0,CRISPR-associated endonuclease Cas3''
9452,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_015791969.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_231833726.1,*,WP_013905708.1,*,*,*,*,*,*,*,*,*,*,WP_010879368.1,*,*,*,*,4,0,0,0,-1.0,0.0,CRISPR-associated endonuclease Cas3''
9453,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010867180.1,*,WP_010884163.1,*,*,*,*,*,*,*,*,*,*,*,*,WP_052358795.1,WP_012941098.1,*,WP_013684322.1,*,5,0,0,0,-1.0,0.0,transcriptional regulator
9454,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_014835298.1,WP_010884764.1,WP_068321709.1,*,*,*,*,*,*,*,*,*,*,*,WP_010877891.1,WP_012941066.1,*,WP_052302989.1,*,6,2,0,0,1820.585,1362.4525,hypothetical protein
9455,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_162484774.1,*,*,*,*,*,*,*,*,*,*,*,WP_048146462.1,*,"WP_010884258.1,WP_010884579.1",WP_068322037.1,*,*,*,*,*,*,*,*,*,*,*,WP_010877806.1,*,*,*,*,6,0,0,0,-1.0,0.0,"putative toxin-antitoxin system toxin component, PIN family"
9456,WP_048117352.1,WP_179361272.1,WP_012214792.1,WP_179363127.1,WP_148703874.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048161968.1,WP_128571633.1,*,*,*,*,WP_048095643.1,*,*,*,*,8,0,0,0,-1.0,0.0,FAD-dependent oxidoreductase
9457,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_012819763.1,*,*,*,*,*,*,*,*,*,*,*,*,WP_048053169.1,WP_068323371.1,*,*,*,*,*,*,*,*,*,*,*,WP_156029492.1,*,WP_015591349.1,*,*,5,0,0,0,-1.0,0.0,hypothetical protein
9458,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_068323431.1,*,*,*,*,*,*,*,*,*,*,*,WP_010879691.1,*,*,*,*,2,0,0,0,-1.0,0.0,SdpI family protein
9459,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048201925.1,WP_015791194.1,WP_048203548.1,WP_010870529.1,WP_015733501.1,*,*,*,*,WP_148679883.1,*,*,*,*,*,WP_010867680.1,WP_011012769.1,WP_048053440.1,WP_068323625.1,WP_013905253.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11,1,0,0,826.2209,826.2209,7-cyano-7-deazaguanine synthase
9460,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048056368.1,*,"WP_010870080.1,WP_010870267.1",WP_015733744.1,*,*,*,*,*,*,*,*,*,*,*,*,WP_010884976.1,WP_068324403.1,*,*,*,*,*,*,*,*,*,*,*,WP_010877854.1,*,*,*,*,7,1,0,0,650.9198,650.9198,tellurite-resistance/dicarboxylate transporter
9461,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010868132.1,WP_143522505.1,WP_010885318.1,WP_068324727.1,*,*,*,*,*,*,*,*,*,*,*,"WP_010877899.1,WP_010878636.1",*,*,*,*,6,1,0,0,650.9198,650.9198,hypothetical protein
9462,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_068324825.1,*,*,*,*,*,*,*,*,*,*,*,WP_010878586.1,*,*,*,*,2,0,0,0,-1.0,0.0,antitoxin family protein
9463,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048202107.1,*,*,WP_010870261.1,WP_015732534.1,*,*,*,*,*,*,*,*,*,*,*,*,WP_048053251.1,WP_068324826.1,*,*,*,*,*,*,*,*,*,*,*,WP_156029523.1,*,WP_015590619.1,*,*,7,0,0,0,-1.0,0.0,hypothetical protein
9464,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_013100223.1,WP_244409559.1,*,*,*,*,*,*,*,*,*,*,*,WP_048146913.1,WP_014835346.1,WP_010885019.1,WP_074964171.1,WP_013905365.1,*,*,*,*,*,*,*,*,*,*,WP_010878533.1,WP_012939473.1,*,*,*,9,5,0,0,2752.447,1410.77836,DNA double-strand break repair nuclease NurA
9465,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010867996.1,*,*,WP_193788631.1,WP_013906490.1,*,*,*,*,*,*,*,*,*,*,WP_010879702.1,*,*,*,*,4,1,0,0,783.823,783.823,PIN domain-containing protein
9466,*,*,*,*,*,*,*,*,*,*,*,*,WP_013643734.1,WP_227716993.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048096389.1,WP_012939657.1,*,WP_013682762.1,*,5,0,0,0,-1.0,0.0,isochorismatase family protein
9467,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095280.1,WP_012940119.1,WP_015591050.1,WP_013682823.1,WP_012965430.1,5,2,0,0,959.6069,893.2212,hypothetical protein
9468,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878264.1,*,*,WP_013682826.1,*,2,0,0,0,-1.0,0.0,hypothetical protein
9469,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878266.1,*,*,WP_013682828.1,*,2,0,0,0,-1.0,0.0,hypothetical protein
9470,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879023.1,WP_012941186.1,*,WP_013682851.1,*,3,0,0,0,-1.0,0.0,universal stress protein
9471,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095741.1,*,*,WP_013683185.1,*,2,0,0,0,-1.0,0.0,DUF2283 domain-containing protein
9472,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095700.1,*,*,WP_013683192.1,*,2,0,0,0,-1.0,0.0,hypothetical protein
9473,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010877993.1,WP_187286411.1,*,WP_013683217.1,*,3,1,1,1,790.8198,790.8198,YkgJ family cysteine cluster protein
9474,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_084207601.1,*,WP_048053112.1,*,WP_013906491.1,*,*,*,*,*,*,*,*,*,*,"WP_048064216.1,WP_048064612.1",*,*,WP_013683245.1,*,6,0,0,0,-1.0,0.0,antitoxin family protein
9475,*,*,*,*,*,WP_011008968.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_013683271.1,*,2,1,1,1,2173.083,2173.083,DUF86 domain-containing protein
9476,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048064518.1,*,*,WP_013683339.1,*,2,0,0,0,-1.0,0.0,DUF4386 domain-containing protein
9477,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878371.1,*,*,WP_013683399.1,*,2,0,0,0,-1.0,0.0,hypothetical protein
9478,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010878160.1,WP_012939908.1,*,WP_013683620.1,*,3,0,0,0,-1.0,0.0,hypothetical protein
9479,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879910.1,*,*,WP_013683823.1,*,2,0,0,0,-1.0,0.0,hypothetical protein
9480,*,WP_179361178.1,*,WP_179363023.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879388.1,*,*,WP_013683857.1,*,4,1,0,0,2962.843,2962.843,YkgJ family cysteine cluster protein
9481,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_013906251.1,*,*,WP_009886505.1,*,*,*,*,*,*,*,"WP_048095652.1,WP_048095667.1",*,*,"WP_013682781.1,WP_013683952.1,WP_048085492.1",WP_012964938.1,8,0,0,0,-1.0,0.0,IS481 family transposase
9482,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095744.1,*,*,WP_013683996.1,*,2,0,0,0,-1.0,0.0,SpoVT/AbrB domain-containing protein
9483,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095743.1,*,*,WP_013683997.1,*,2,0,0,0,-1.0,0.0,type II toxin-antitoxin system VapC family toxin
9484,WP_048117929.1,WP_179361159.1,WP_012214657.1,WP_179363004.1,WP_148702817.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_013684331.1,*,6,0,0,0,-1.0,0.0,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
9485,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_156029474.1,*,*,WP_013684555.1,*,2,0,0,0,-1.0,0.0,hypothetical protein
9486,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010867995.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010879208.1,*,*,WP_013684571.1,*,3,0,0,0,-1.0,0.0,antitoxin family protein
9487,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_014835417.1,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048064209.1,*,*,*,*,2,0,0,0,-1.0,0.0,antitoxin family protein
9488,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048095790.1,*,*,WP_013684574.1,*,2,0,0,0,-1.0,0.0,hypothetical protein
9489,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_010877933.1,WP_148208694.1,*,WP_013684638.1,*,3,0,0,0,-1.0,0.0,DUF483 domain-containing protein
